Id,Predicted
4090748,164.88298
16893030,126.17661
11618854,68.955246
19356281,184.8819
18753406,89.529594
22615158,113.151276
11563821,155.98413
17147561,88.21343
9149435,160.41663
22705115,132.3429
13156126,354.5203
12776694,84.65962
6464070,80.16601
24287857,59.57279
8411164,178.12073
27610608,212.93062
7637047,198.08919
23101845,91.94224
28312421,159.35356
16406680,323.50073
3369826,210.89037
23575358,163.5737
21289856,179.11636
25872636,597.5517
19327508,101.31007
14065821,174.57727
15534686,76.52624
15972733,97.54752
27057790,52.081463
2671926,108.94971
26739303,52.470345
27201257,134.51418
22065495,104.56955
15166520,55.909645
11739698,141.61983
17031720,101.462776
21746100,246.5292
21922407,139.635
13938420,74.20454
2091367,71.68174
21736808,190.80289
21782833,314.28528
25834338,163.5752
16179120,87.54317
23062969,76.4426
19360201,177.97612
21344762,133.89626
13952319,106.18247
26608031,440.08588
3238355,92.9198
29149618,126.25922
829083,156.5683
15529123,180.83148
22020786,123.66499
9614760,94.89935
17941948,83.93989
19980048,171.23157
7025693,101.56241
25590511,194.17586
28437023,100.64201
22354348,277.2613
20815456,127.214935
26520935,60.511486
29238311,196.41624
16546876,69.08599
27579844,403.26797
28940279,91.55266
15491431,127.77326
9826081,45.268497
239733,92.06395
13876040,158.21678
21948983,144.49118
10115375,51.446964
22294102,188.96568
20874820,115.808685
3012871,142.46724
29652515,438.59753
15285181,48.769966
15248135,92.14963
9260616,119.65326
9403937,165.59657
19171773,82.397736
28894636,122.759926
25806336,63.595222
6347713,114.211044
20212025,122.03217
18721845,74.66335
16465690,93.33186
21633501,300.1415
4744487,144.63571
22706985,183.0852
22191760,326.08945
1251566,137.20064
20933848,70.148544
25713663,54.700798
23480048,114.85802
23620518,163.10298
5334478,192.64665
21961462,175.94135
5936796,91.54691
4174115,340.41135
21636155,66.2062
4128428,138.08943
819893,51.849243
24521322,211.58374
13077370,75.63317
3686493,194.8533
15956772,58.57663
266146,116.54135
16081134,60.87225
22830328,150.622
4717237,106.36624
1502018,66.73945
27951070,73.202385
13670376,193.12068
26598477,458.41873
272044,187.08961
4774658,163.17358
23516943,68.009514
16487559,73.2143
27136639,79.47914
1928570,160.62483
12917057,168.78828
21864747,96.54392
27778703,186.0298
12385794,206.74738
29504721,453.66205
6108021,137.02179
21604003,80.59304
11282788,101.38153
29751478,195.36469
25664429,102.29316
23513769,103.66293
10083580,75.534294
14639920,159.2501
15378469,35.380074
16614713,91.26068
17856672,190.15668
29543716,279.44763
6886371,197.36473
25516958,196.36366
20212707,103.79189
4454400,220.31573
21116651,149.08301
2521380,145.20444
12836502,112.36065
5825173,156.66626
27106892,207.79543
14952357,59.19021
8312148,247.86552
26306276,98.614006
3411815,67.5573
7859932,98.14552
24676554,117.98431
21594436,197.0693
9373167,92.16755
22419930,61.494286
27486387,169.59206
27584413,106.21037
16837628,37.598846
13426681,191.21849
23565268,271.64352
4198764,106.00599
27530069,225.53386
25871075,382.23993
22703920,65.93722
8795721,115.99749
3540722,138.90979
13711439,163.07741
9740264,124.71198
11261146,163.05762
5742795,105.75103
26866483,60.731747
21862079,168.64102
20476397,221.29294
3337808,537.39246
24049220,312.64023
26131183,64.181526
14446717,156.59283
15867800,83.36198
8666770,168.27525
16735848,64.005554
29480988,108.35337
24750367,57.52673
29058736,69.74588
29461095,185.60812
24495291,66.87871
23913344,193.32175
22400568,122.488846
26948963,59.395775
14320998,85.226006
28610673,75.67428
11438999,103.65108
9118945,65.35967
1461873,70.73165
13813731,70.16603
29413438,104.35018
26869596,146.03836
8405978,91.676384
995169,270.0092
9710117,110.27514
12359146,169.96909
8104879,109.08991
18194482,119.86045
9918963,146.91794
23840461,25.58482
9679720,67.15446
8751691,70.828636
975250,59.263115
4275729,106.09488
23219659,147.46672
24101160,328.56424
8172864,140.91226
29706049,320.32483
22151092,74.6614
23360836,183.92844
3689140,261.07874
24041631,51.682274
1316961,104.06116
11873821,110.323105
3717427,135.43294
26033423,333.97748
2494739,140.47383
14660126,387.47055
21982618,67.13471
4865377,173.98485
12780475,107.739845
23024065,177.20526
3272161,150.26624
16664273,108.33633
18209795,108.22276
19142273,50.411484
24582124,54.08143
8204305,135.03955
12869567,205.70027
2051675,66.60445
15127414,136.09218
4737392,90.1389
29569979,68.35692
26534723,125.14128
17456123,56.641212
4126676,197.7251
17464043,93.9494
24409829,187.78647
27572554,69.42716
767286,103.65364
26055709,74.503876
17118782,159.28401
5883159,154.8993
15219855,187.80888
6560165,211.00165
10017050,75.79485
24391676,760.0412
15562465,142.2385
26438753,153.51093
23808715,142.94548
21967379,100.878265
25580113,510.3115
747316,119.97314
18358792,254.57162
21501622,116.80637
3465651,61.133312
22118980,66.97535
15378960,164.12703
23596011,75.769966
187979,180.83055
25451077,169.93256
20205846,61.66654
4753918,83.76561
64361,160.94589
13658407,170.13828
12342876,158.54106
21365379,190.97487
18267345,104.55871
21140951,348.5924
6258983,87.27532
28086391,93.62913
27261014,85.948425
9050105,141.86523
3376999,172.03955
28723300,251.31491
26098654,182.91414
13061064,105.61403
10635913,181.36229
6282629,140.76999
11514756,211.28094
22087030,290.20718
5006113,744.873
11323125,130.79454
12009807,172.47243
8738438,483.64832
18501885,125.528046
20202971,172.48114
23508956,225.78299
25902370,277.60083
10156314,106.72201
29183445,214.03989
9825448,122.18213
22447855,133.16719
28732842,77.20848
19827778,169.07599
786727,122.979996
20257148,119.05887
16767867,153.89017
13575747,139.21153
19162441,138.20271
12389931,159.70384
20618578,55.298084
7221239,275.76086
3912794,70.75759
690553,202.12614
2254412,294.05954
6239753,61.231953
26847619,69.5658
8886910,149.59413
15806018,66.15637
13235951,91.00099
10342806,115.27006
19933967,189.83557
23714378,68.56391
21578513,70.01025
13859196,60.127426
925240,284.50146
9597258,51.808136
25287087,85.04439
5241757,184.39174
21929935,126.9416
21483653,62.416634
20958738,71.566345
10100474,204.39395
5003437,62.178078
9093032,72.69423
21770746,194.74808
559324,342.67236
23302260,140.3878
27466393,67.92472
3426028,74.23886
16533749,47.79967
4216435,125.25414
22777530,79.949135
24734792,65.83173
1520806,137.1908
22214594,262.25168
17669867,58.28364
3068852,136.25917
26810466,149.55026
26275643,237.0644
4077428,165.34164
23121375,167.10114
29209620,278.39044
19787770,76.78327
19016912,68.68339
22066635,227.5736
25127644,178.7813
3302932,332.71524
16163323,122.03473
22245972,69.088356
12950979,107.517296
11377233,65.26308
21934181,69.28963
20994326,59.238003
17192309,161.04845
659880,67.26074
22731353,203.6677
21947039,511.35925
29453891,81.24606
13709619,103.08788
15099149,67.13223
28603871,201.04489
3825437,163.49408
27490389,265.96216
14297224,169.20746
21609424,57.86146
28890259,172.15765
8887748,51.98616
28071460,107.93198
23808032,135.32947
16811364,69.15275
21484947,309.70688
19533966,273.68442
26553542,78.09907
12051116,167.97786
13019720,379.60358
9231257,141.66696
4694622,58.327477
28661064,150.6655
18448556,107.079765
13124737,168.31572
1392079,121.75684
16480673,232.96588
20900299,185.61699
15250168,137.85219
26828553,110.393166
15114265,79.50787
15799563,266.76883
4532989,108.05472
11015593,157.56183
18482729,284.2519
21794522,111.41715
29051411,97.44606
8304809,171.37294
20653520,63.81345
20801388,167.6556
23992091,219.91635
4470423,234.70038
12836808,154.4512
1966565,226.2392
24780380,226.85406
800918,179.3649
766814,211.70512
27636227,202.00916
3467744,118.04603
7966943,228.80884
314442,87.76631
26305529,327.3555
16113712,236.66043
23755278,78.63818
555206,85.97582
19454344,164.11823
4211510,58.205826
22227431,51.46891
25869449,150.09167
28457838,902.7074
24575257,93.13376
23550857,111.61848
20616492,152.73805
16309452,104.49095
11043970,155.5581
27761249,66.27646
18692321,123.53341
12404677,106.24172
27362309,122.52466
7858023,191.71234
25705191,105.58209
20033770,123.52199
29612248,136.14636
13137970,62.756527
14928336,64.9893
7986666,134.04242
10755640,108.38367
18314397,104.46159
22956809,60.426426
10018313,187.71718
24495238,47.912487
1734724,163.50275
19436446,145.05774
998312,74.85596
29630553,87.45343
9882147,79.639885
14827752,215.55455
9452124,130.72961
28987362,51.76132
12969014,178.37799
12170991,114.18861
16604442,166.38994
22453527,101.99111
18590415,259.87198
681805,55.405476
10575811,121.69969
24917792,51.611847
7901715,41.81167
4786818,91.35069
2888088,95.77861
24895943,227.77585
24965862,115.81031
21939486,202.67828
26329328,58.10342
23623969,145.25182
7086310,106.75675
9576278,64.47236
8993422,120.580925
6449002,208.70024
21972082,71.754875
21698837,144.39156
6601683,69.58515
4295108,81.35307
13208373,212.02939
20284711,137.15091
19472799,154.30014
16969156,125.98771
20604857,516.1124
15492561,163.67268
15478143,273.53854
12796391,68.86932
6822403,82.37642
17253106,110.23391
9410042,179.84726
18766657,468.87753
15816784,98.50746
19790601,1053.4823
27914324,94.881676
23262857,108.383125
6538963,83.07727
6407534,164.55728
9096381,113.8475
29626161,111.55025
22986139,479.743
21312495,177.52075
4581788,95.9757
638218,114.07053
17472887,191.17203
24330034,196.99867
28329261,83.41749
26653712,257.9589
11585049,100.14145
28412831,229.17535
22376903,119.37517
5495026,59.24446
9596608,190.57547
17923165,195.46005
18153026,145.86896
21740278,153.35112
4687896,125.72582
4365765,57.024162
18430588,33.88958
1843891,95.920494
20264224,66.0163
4135674,276.94406
27237609,374.032
10790350,139.65254
1303850,132.26723
22569493,124.94442
28344462,116.07226
25786000,186.1589
19521605,127.34434
8720488,66.80738
23078073,183.95251
4487846,264.47946
12706347,132.14536
3067093,194.92331
11553451,192.37872
15095408,95.25871
21884602,134.10559
21186066,244.22282
22085185,139.21489
29166232,111.38965
2432545,96.584076
22277333,114.57669
27929173,71.93725
13379635,124.58957
2066165,69.19651
13411367,132.53545
28520183,187.27933
1524711,158.47974
9819545,89.46922
18894445,74.691
2139828,240.60211
11651283,152.75415
26639054,81.178375
4122050,121.7918
19999160,100.033
22318742,146.55022
19349497,163.61124
1954429,385.49594
13282779,81.095695
24561950,89.86986
7966358,354.2669
13688249,156.88853
780858,131.57362
10540337,60.648994
21524324,380.60596
11755816,89.88726
10588692,141.55902
26594677,590.29596
12211625,51.218487
16996170,306.0576
18993379,724.74896
17317366,247.95609
16485990,149.3085
19720270,122.820946
4705670,83.90266
19343326,96.292915
4439839,140.57681
26784754,65.349144
5692807,236.59314
19710742,86.18696
26663557,190.21402
9133645,204.52232
18957055,128.897
23756498,94.18371
10068269,113.027794
20686134,96.76382
25085980,73.39738
9238214,61.96478
28431734,67.41583
27546132,130.93889
9003691,153.65453
23654584,82.99928
4359756,74.9195
26679556,135.82909
22462752,226.4225
2067166,164.97975
7348959,78.30721
15930495,112.881516
27337454,62.636436
19288313,166.44923
13540233,187.23463
14109365,91.008545
14313481,154.1232
1476484,248.16194
26058246,62.159325
21475619,76.86396
26006344,113.04459
7796446,170.14223
27279953,111.72947
17417619,69.073814
18551084,86.72995
11227558,131.43996
22176782,67.94549
26465686,108.89397
6673638,92.64279
13443722,100.84217
257097,108.580025
5006114,76.92505
23306531,109.56313
17285548,399.48166
8337597,64.93889
784122,188.76071
18422285,1366.8436
18750416,477.74414
7483853,91.957214
20207945,64.110756
25941191,76.429825
20845313,141.13284
10439129,183.84854
6609293,139.85443
7598279,173.62334
13515007,142.77435
17605729,105.80605
5940920,220.29683
10366041,124.026024
20618049,218.97867
9521009,77.8786
29412375,95.45581
24874467,164.64383
24188926,81.681496
18461296,141.92009
4821786,114.1341
29511701,167.13257
2135754,201.91109
28845345,170.34863
16734212,145.43419
24942175,231.52052
833519,72.46882
21408586,62.994865
21898567,55.852196
13140389,105.331795
29152320,56.60291
11125166,55.447964
16140496,104.17544
23612811,64.06029
18752307,177.41742
11847014,210.8495
2578373,582.1387
8307946,199.84088
24592583,209.11928
20016493,814.8766
7174067,132.66205
23021573,361.84674
25512622,69.45061
13749509,99.66032
16085546,146.89177
29094342,72.51037
2838319,87.92493
3050544,157.41673
28567040,94.1895
13479511,143.01839
19907609,371.03534
665394,201.6313
28539077,75.136375
26743923,187.57567
8228217,64.66283
13573790,86.90021
21579325,208.18015
21770599,81.29647
19317831,111.684685
24899087,72.15852
21449126,147.15207
27779997,161.68825
20111316,81.36503
8881955,67.571976
20968000,224.33182
28792189,129.39568
14203693,139.5308
13444238,247.81958
7095783,160.43333
19181924,235.2674
13864224,207.74095
19196146,100.40382
28047244,336.61902
25341465,59.367886
24780796,79.39908
19569054,92.94355
24432685,65.63989
8422085,70.53536
22064879,189.24448
15050044,109.5501
28344821,99.338326
20124372,54.391758
28098799,187.19594
13973268,117.415596
23827761,234.91878
27523963,49.321163
21959552,166.00302
15495356,81.35297
18999147,74.14076
7913426,212.5867
13451379,73.86596
7949480,62.963596
10628495,131.93193
14926631,93.81985
4698079,158.27231
29213886,110.78817
15985264,74.45863
4623635,310.89255
22213508,218.99048
23974919,194.87717
16827715,71.364586
470498,131.39099
8213227,60.9852
8219648,91.94823
17343967,415.5649
17629529,72.63779
21851570,107.90012
9794825,143.50679
14199146,95.39892
16650612,180.61136
5849810,60.76267
9428221,205.64255
1818411,387.30478
1013648,190.14064
22302587,114.745476
26814523,415.35208
1186569,44.86874
20690781,177.37206
29221565,91.473175
28209194,231.31097
29681842,167.83998
13641995,73.086395
29416693,116.971016
14153178,166.4128
7355158,83.879
18375815,55.464123
21871576,191.6721
13488308,218.15051
29257345,130.07178
16601841,62.591133
20743194,69.004845
29393457,134.56891
2237032,102.04078
13732215,127.78392
25616450,130.23984
13556488,78.04304
23135,163.1574
15833015,208.78174
22651901,102.8365
22629696,74.31349
26334004,174.52888
5581272,38.249912
15845077,115.16766
25743841,165.92685
19743260,75.01301
29392612,155.89775
28548195,54.74739
6016379,105.96884
23142952,84.90525
22946348,61.82135
24482313,88.10357
8105749,189.85507
9433234,863.59576
21439269,109.461365
1970915,106.2796
23006296,190.19766
13495499,462.51102
20406982,78.264755
27986246,57.842316
26991846,301.25577
13617449,147.82379
21098980,178.23439
